Titulo,Ano da publicação,Nome do estudante,Orientador,co-orientador,Descrição empírica dos PGs,definição DNC,TAGS,LUGAR
"O Conforto Ambiental
aplicado a Arquitetura
Escolar",2016,"Machado, Elaine Rodrigues","Laranja, Andrea Coelho",,"Projeto de escola, conforto ambiental (serra)",Conforto ambiental,Projeto/ escola/ conforto ambiental,Serra
"Integração Universitária:
moradia estudantil",2015,"Machado, Eliane Loyola","Penteado, Homero Marconi",,Moradia estudantil no ceunes,Projeto de arquitetura,Projeto/ moradia estudantil,UFES Maruípe
"Espaço Triângulo: o espaço
público destinado ao lazer",2010,"Machado, Gabriel
Sardenberg","Abe, André","Guedes, Nadja
Lisboa da Silveira ","Projeto urbanistico. Rua aleixo netto, joaquim lirio e manuel gonsalves",Projeto de urbanismo,Projeto/ triângulo/ urbano,Praia do Canto
Ensaiando o futuro,2001,"Machado, Ivana Miranda","Alvarez, Cristina Engel de","Alvarenga,
Augusto",analise de arquitetos e arquitetura que representam visões do futuro,História e Teoria da Arquitetura e Urbanismo,Análise/ arquitetura/ futuro,N/d
"Avaliação do desempenho
térmico a partir da seleção
de materiais mais
sustentáveis.",2016,"Machado, Jéssica de Mello","Rodrigues, Edna
Aparecida Nico","Alvarez,
Cristina Engel de.",Analisar materiais através do desempenho termico na serra,Conforto ambiental,Análise/ materiais/ sustentabilidade/ desempenho térmico,Serra
"Transcedência arquitetônica
som e luz: aplicação em um
templo cristão protestante.",2019,"Machado, Juliana Souza","Laranja, Andréa Coelho",,Arquitetura religiosa conforto ambiental. Itaparica,Conforto ambiental,Projeto/ igreja/ conforto ambiental/ fenomenologia/ protestante,Praia de Itaparica
"Um passeio à Beira mar:
plano de intervenções para
a área",2002,"Machado, Larissa Memelli","Barbosa, Eduardo",,Intervenção Urbana centro de vitória,Projeto de Urbanismo,Projeto/ intervenção/ orla/ Centro,Centro de Vitória
"Habitação de interesse
social em pré-fabricados de
concreto",2008,"Machado, Lorrainny de
Oliveira","Andrade, Tarcísio
Bahia de ",,"Projeto de Habitação de interesse
social em pré-fabricados de
concreto em serra",sistemas estruturais,Projeto/ residência/ interesse social/ Pré fabricado/ concreto,Serra
"Habitação unifamiliar:
ensaio projetual em Santa
Paula I, Vila Velha - ES.",2017,"Machado, Luiz Gustavo de
Assis.","Rodrigues, Edna
Aparecida Nico.","Romanelli,
Marco Antonio C.",,,,
"Conexões
Urbano/Paisagísticas :
Guaçuí - ES .",2011,"Machado, Plínio Carlos","Caser, Karla do Carmo",,Projeto paisagistico no cristo redentor de guaçuí,Projeto de paisagismo,Projeto/ paisagismo/ monumento,Guaçui (Cristo redentor)
"Arquitetura metálica
industrializada exercício
projetual a partir do projeto
de uma casa de campo",2015,"Maciel, Deise Costa",Augusto Alvarenga,,projeto em estrutura metálica no campo. Sustentável Santa cruz de colatina/ BA,Sistemas estruturais,Estrutura metálica/ ensaio projetual/ sustentabilidade/ residência,Santa Cruz Cabrália
"Proposta de intervenção
para as margens do Rio
Guandu.",2004,"Maforte, Fabiane dos Anjos.","Alvarez, Cristina Engels",,Projeto do parque linear em baixo guandu rio guandu,Projeto de paisagismo,Projeto/ parque linear/ orla/ rio,Baixo Guandú
"Quando a cidade encontra
o mar",2005,"Magalhães, Catharine
Caliman.","Vargas, Paulo
Sérgio de Paula.",,intervenção urbana e projeto arquitetônico na praça do papa,projeto de urbanismo,Projeto/ intervenção/praça do papa,Enseada do Suá (praça do papa)
"Cidade / Cinema - Relação
espaço-temporais na
análise do espaço urbano
fílmico.",2004,"Maia, Adriana Gomes","Campos, Martha Machado",,Analise da cidade e do cinema sem lugar,História e Teoria da Arquitetura e Urbanismo,Análise/ urbano/ cinema,N/d
"Ensaio projetual de
habitação de interesse
social utilizando sistemas
construtivos alternativos.",2017,"Maia, Eloisa Guedes
Caetano.","Almeida, Lutero
Pröscholdt.",,,,,
Museu de arte contemporânea de Vitória,2013,"Maia, Luiz Felipe dos
Santos
","Rodrigues, Edna
Nico 
",,projeto de museu na praia do canto vitória ,Projeto de arquitetura,Projeto/ museu/ arte,Praia do Canto
"Ensaio projetual no canal
da passagem:",2003,"Maioli, Ricardo Nacari","Esteves, Milton Júnior",,Intenvenção urbana e Projeto de ponte no canal da passagem,Projeto de urbanismo,Projeto/ orla/ canal de Camburi/ requalificação/ ponte,Canal da Passagem
"Explorando a fronteira:
Lugar de encontro da
diversidade",2018,"Malta, Vivian Monteiro","Penteado, Homero Marconi","Martino, Jarryer Andrade
de",Projeto de um parque embaixo da ponte da passagem,Projeto de paisagismo,Projeto/ parque,Canal da Passagem
"Condomínio em Rio Novo
do Sul a arquitetura
colonial como um
referencial construtivo",2017,"Mameri, Luciana","Alvarenga, Augusto","Rodrigues-
Nico, Edna Aparecida",Projeto de condomínio em Rio Novo do Sul,Projeto de arquitetura,Projeto/ condomínio/ arquitetura colonial,Rio Novo do Sul
"EEEF Castelo Branco uma
relação entre pedagogia e
arquitetura escolar na
periferia de Cariacica",2018,"Marcelo, Aryadne Bastos","Martino, Jarryer Andrade de",,Projeto de escola em cariacica,Projeto de arquitetura,Projeto/ escola,Cariacica
"Arena ??? S.A: uma
proposta de remodelação
para o estádio Kleber
Andrade:",2008,"Marchette, Rômulo Caetano","Almenara, Rogério",,Remodelação de estádo klaber andrade (Kleber andrade),Projeto de arquitetura,Projeto/ estádio/ esporte/ reforma,Rio Branco (Estádio Kleber Andrade)
"Fenomenologia da
percepção e projeto :
ensaio de um lugar.",2007,"Marchi, Ligia Betim.","Alvarez, Cristina Engel","Miranda, Clara
Luiza",projeto arquitetônico urbanistico,Projeto de arquitetura,Ensaio projetual/ fenomenologia/ espaço,n/d
Homo Tegumen.,2018,"Margotto, Mário Victor
Marques.","Almeida, Lutero",,Narrativa de ficção científica que explora a relação da cidade com o corpo humano,História e Teoria da Arquitetura e Urbanismo,Ficção/ ensaio/ corpo/ urbano,n/d
"Aterros em Vitória : uma
história para ser lembrada",2004,"Marinato,Cristina Fiorin.","Abe, André",,Análise dos aterros de vitoria (vitória),História e Teoria da Arquitetura e Urbanismo,Análise/ Aterro/ orla,Vitória
"Arquitetura para autistas
estimulando o sentir",2018,"Marinho, Amanda Ameixa","Martino, Jarryer de","Bonatto,
Daniella",Projeto arquitetônico e o autismo. Bairro bela vista,Projeto de arquitetura,Projeto/ centro de (núcleo de)/ cultura/ autismo/ fenomenologia,Bela Vista
"Visões sobre uma
ambiência urbana: Um
ensaio projetual de
requalificação na Avenida
Expedito Garcia Cariacica -
ES",2018,"Marques, Aline Spadetto","Junior, Milton Esteves","Junior, Roberto
Cabral",Requalificação urbana (Av. Expedito Garcia),Projeto de urbanismo,Projeto/ requalificação/ rua/ Expedito Garcia,Campo Grande
No olho da rua,2007,"Marques, Ivana Souza.","Campos, Martha Machado",,Estudo da rua: Deriva conceitual com objeto comerciante informal ambulante.,História e Teoria da Arquitetura e Urbanismo,Ensaio/ análise/ ambulantes/ rua,Grande Vitória
"Paisagens de Serra - ES:
identificação e
caracterização de
paisagens do município de
Serra na perspectiva do
planejamento territorial.",2015,"Marques, Milena Santos","Almeida, Renata Hermanny
de.",,cartografia de reintegração atraves de paisagens (serra-ES),Planejamento urbano e regional,Ensaio/ Diretrizes/ Paisagem urbana/ planejamento,Serra
"Um Centro Cultural para
colatina-ES.",2017,"Marques, Suelem Bertollo","Alvarez, Cristina Engel",,"Projeto Centro Cultural para
colatina-ES.",Projeto de arquitetura,Projeto/ centro de (núcleo de)/ cultura,Centro de Colatina
"Centro de educação ambiental. Uma proposta para o ecoturismo em praia grande, fundão/ES",2019,"Marques, Vivian Mendes de Magalhães","Penteado, Homero Marconi",,Projeto de centro de educação ambiental em praia grande,Projeto de arquitetura,Projeto/ Centro de (núcleo de)/ agrícola,Praia Grande
"A vida sob a forma
condominial de moradia",2007,"Marquezini, Liênia Sibien","Junior, Milton Esteves",,estudo urbanistico: condomínios fechados,História e Teoria da Arquitetura e Urbanismo,Análise/ urbanismo/ condomínio,n/d
"des] enquadrar: princípios
para uma ocupação urbana
eficiente",2016,"Marré, Tainá Teixeira","Penteado, Homero Marconi",,soluções urbanas sustentabilidade (vitória),Projeto de urbanismo,Ensaio Projetual/ urbanismo/ sustentabilidade,Vitória
"Entrando na Cidade - Um
Ensaio em Santa Teresa",2004,"Marrochi, Rosiane","Simões, Roberto Garcia.",,Projetos arquitetônicos para entrada de cidade (santa teresa),Projeto de arquitetura,Projeto/ monumento/ portal,Santa Teresa
"André Carloni: vivendo a
construção da cidade.",2002,"Martinelli Junior, Henrique
Zilmo","Abe, André
Tomoyuki","Miranda, Clara Luiza",Vida e obra de andré carloni. (vitória),História e Teoria da Arquitetura e Urbanismo,Análise/ levantamento/ Andre CArloni,n/d
"Centro de visitantes para a
estação ecológica municipal
ilha do lameirão",2002,"Martins, Adriana de Oliveira","Almenara, Rogério
Ribeiro",,projeto de centro de visitantes (ilha do lameirão),Projeto de arquitetura,Projeto/ centro de (núcleo de)/ visitantes,Ilha do lameirão
"A arquitetura e o desafio de
projetar para a terceira
idade: volume II -
Condomínio residencial",2014,"Martins, Carla Anchite","Avarez, Cristina Engel de","Alvarenga,
Augusto","Proposta de um centro comercial, terceira idade, acessibilidade e sustentabilidade",Projeto de arquitetura,Projeto/ condomínio/ lar de idosos/ acessibilidade/ sustentabilidade,n/d
"Cidades do porto: por uma
questão de convivência.",2001,"Martins, Dárlem Machado","Alvarez, Cristina Engel de",,Análise históricas de cidades portuárias,História e Teoria da Arquitetura e Urbanismo,Análise/ história/ porto,n/d
"Caminhabilidade : proposta
de requalificação urbana da
Avenida Jair de Andrade,
Itapuã, Vila Velha - ES.",2017,"Martins, Flávia Girundi.","Souza, Eneida Maria
Mendonça de.",,requalificação urbana avenida jair de andrade,Projeto de urbanismo,Projeto/ requalificação/ rua/ urbano,Itapuã
"Diretrizes para
Requalificação de espaços
Públicos em Meaípe.",2003,"Martins, Letícia Gaigher","Mendonça, Eneida Maria
Souza (",,Diretrizes para requalificação de espaço publico (meaipe),Planejamento urbano e regional,Diretrizes/ requalificação/ espaço,Meaípe
"Alternativas para uma
arquitetura residencial
sustentável",2010,"Martins, Tatiane Costa
Brandini","Guedes, Nadja
Lisboa da Silveira",,"comparatico entre materiais construtivos, projeto sustentavel. (nossa senhora de fátima, serra)",Tecnologia das construções,Análise/ levantamento/ materiais/ sustentabilidade/ ensaio projetual,De Fátima
"Projeto de um Centro de
Educação Ambiental em
Goiabeiras",2011,"Martins, Wagner Gomes","Alvarenga, Augusto","Romanelli,
Marco Antônio","Projeto de um Centro de
Educação Ambiental em
Goiabeiras",Projeto de arquitetura,Projeto/ centro de (núcleo de)/  meio ambiente/ sustentabilidade,Goiabeiras
Casa para a vida toda.,2010,"Mascarenhas, Larissa
Soares Muniz","Caser, Karla",,projeto residencial,Projeto de arquitetura,Projeto/ residência,n/d
"Mobiliário Multifuncional
como recurso em
apartamentos compactos",2016,"Matarangas, Kamilla
Pimentel","Laranja, Andréa
Coelho",,Projeto mobiliário multifuncional compacto (região sudeste brasil),Projeto de arquitetura,Projeto/ mobiliário/ residência/ compacto,n/d
Muros.,2006,"Matiello, Soraia","Abe,
André Tomoyuke.",,Estudo sobre muros,História e Teoria da Arquitetura e Urbanismo,Manual/ ensaio/ muro/ materiais,n/d
"Nós: percursos errantes de
um espaço de encontro:/",2009,"Matos, Luena Vettorazzo
Calil","Almenara, Rogério",,Intervenção em comuniaddes de baixa rende. (Bairro Conquista),Projeto de urbanismo,Projeto/ intervenção/ interesse social/ urbano,Conquista
"Aço: Caminhos da arte e da
técnica",2000,"Mattedi, Domenica Loss","Miranda, Clara Luiza","Sá, Pedro","Estudo, analise e projeto voltado para o material aço",Tecnologia das construções,Ensaio projetual/ análise/ materiais/ aço,n/d
"Os novos jardins da cidade
: projeto paisagístico para a
Praça Duque de Caxias.",2005,"Mattos, Aline Leite Wanick","Mendonça, Eneida Maria
Souza","Barbosa, Eduardo","projeto paisagístico para a
Praça Duque de Caxias.",Projeto de paisagismo,Projeto/ praça/ paisagismo,Centro de Vila Velha
"Arquiteturas após 1950 : um
inventário para a cidade de
Vitória.",2016,"Mazzini , Maisa",,,,,,
"Projeto de restauro da
Igreja Matriz Sagrada
Família : intervenção
arquitetônica e Paisagística.",2015,"Medeiros, Rebecca Almeida
de","Almeida,Renata
Hermanny de",,"Projeto de restauro da
Igreja Matriz Sagrada
Família : intervenção
arquitetônica e Paisagística. Santa Leopoudina",Técnicas retrospectivas,Projeto/ restauro/ intervenção/ igreja/ Patrimônio,Santa Leopoldina
"Centro de atenção à saúde
mental: projeto de uma
clínica baseada nos
príncipios da reforma
psiquíatrica",2018,"Medeiros, Thaís Vieira","Martino, Jarryer Andrade de","Frizzera,
Kleber Perini",projeto de clinica psiquiatrica,Projeto de arquitetura,Projeto/ clínica/ psiquiátrica/ hospital,n/d
Zona sul de Vitória,2000,"Meireles, Gustavo Araújo
Silva","Frizzera, Kleber
Perini","Romaneelli, Marco","requalificação urbana da zona sul (ilha de santa maria, monte belo, bento ferreira e adjacencias) ",Projeto de urbanismo,Projeto/ urbanismo/ requalificação,Ilha de Santa Maria
"Serra Sede: requalificação
dos espaços públicos da
área histórica.",2016,"Meireles, Tuane Sena.","Caser, Karla.",,Proposta de requalificação de serra sede,Projeto de urbanismo,Projeto/ urbanismo/ requalificação,Serra Sede
"Cena, cenário e cenografia",2004,"Mello, Flávia Moura de","Esteves, Júnior Milton.",,Estudo histórico cenografia  e proposta de intervenção cenográfica em um teatro na avenida vitória,Projeto de arquitetura,Cenografia/ história/ ensaio projetual/ teatro,Monte Belo
"Meandros da arquitetura:
passado,presente e futuro",2008,"Mello, Raquel Praxedes
Gomes de","Abe, André
Tomoyuki",,Estudo do ensino de arquitetura no espírito santo,História e Teoria da Arquitetura e Urbanismo,Análise/ ensino/ arquitetura,Espírito Santo
"A interface entre a cidade e
o mar : o canal de
Guarapari.",2006,"Melo, Juliana Breda","Penteado, Homero Marconi",,projeto arquitetônico e paisagistico na região do canal de guarapari,Projeto de urbanismo,Projeto/ orla/ canal de Guarapari/ requalificação,Centro de Guarapari
"Um edifício residencial em
Vila Velha",2014,"Melo, Leandro Corrêa","Cipreste, Marco Romanneli",,Estudo preliminar de um edificio residencial de 10 pavimentos,Projeto de arquitetura,Projeto/ edifício/ residência,Vila Velha 
"Projeto in sistema de
gestão da qualidade",2002,"Melo, Lílian de Jesus","Romanelli, Marco","Pinto, Joubert
Souza Filho",Analise e gestão de projeto,Tecnologia das construções,Análise/ Gerenciamento de projetos e obras,n/d
"Parque linear: estratégia de
requalificação urbana -
proposta de macro
zoneamento para as
Avenidas Maruípe e Paulino
Müller.",2015,"Melo, Ludimila Caldeira de","Hermanny, Renata de
Almeida.",,"Parque linear: estratégia de
requalificação urbana -
proposta de macro
zoneamento para as
Avenidas Maruípe e Paulino
Müller.",Projeto de paisagismo,Projeto/ parque linear/ urbanismo,Maruípe
"Luz: uma ampliação da
visão",2002,"Mendes, Aline Rocha","Romanelli, Marco Antonio
Cypreste",,Analise e estudo da luz artificial na arquitetura,Conforto ambiental,Análise/ luz artificial/ estudo/ arquitetura,n/d
"Centro de amparo e adoção
de animais abandonados e
hospital veterinário em
Vitória-ES.",2017,"Mendes, Carolina da Silva","Ribeiro, Rogério Almenara",,"Projeto de Centro de amparo e adoção
de animais abandonados e
hospital veterinário em
Vitória-ES em Jardim Camburi",Projeto de arquitetura,Projeto/ centro de (núcleo de)/ adoção de animais/ veterinário/ hospital,Jardim Camburi
"Trilhos e cidades : (re)
descobrindo o percurso do
trem no centro de Ipatinga",2004,"Mendes, Maressa Corrêa
Pereira.","Esteves Júnior,
Milton.",,Analise da paisagem a partir da viagem de trem vitória bh com proposta de intervenção pontuais ,História e Teoria da Arquitetura e Urbanismo,análise/ paisagem/ intervenções pontuais/ ferrovia,Ipatinga
"Habitação de interesse
social: tecnologia
construtiva e de
sustentabilidade",2014,"Mendes, Mayara Ledo","Alvarenga, Augusto","Caser, Karla",Projeto de habitação social serra,Projeto de arquitetura,Projeto/ interesse social/ residência/ sustentabilidade,Serra
"Restauro urbano:
intervenção projetual no
sítio histórico porto de São
Mateus",2018,"Mendes, Thaiane Verly","Almeida, Renata Hermanny
de",,"Restauro urbano:
intervenção projetual no
sítio histórico porto de São
Mateus",Técnicas retrospectivas,Projeto/ restauro/ intervenção/ porto,São Mateus
Projeto modular de casas de madeira serrada,2019,"Mendonça, Dani Parpanhola de","Andrade, Tarcisio Bahia",,"Proposta de quatro casas a serem usadas como moradia secundária em estutura de madeira, pinos
",Sistemas Estruturais,Projeto/ madeira/ Pinus/ residência,n/d
"Aartes : academia de artes
do Espírito Santo",2011,"Mendonça, Romulo
Gastmann","Vargas, Paulo
Sérgio de Paula",,"Projeto de academia de artes do espírito santo, junto com a proposta de um teatro",Projeto de arquitetura,Projeto/ arte/ teatro,n/d
"A linguagem moderna na
arquitetura capixaba: a
contribuição de Maria do
Carmo Schwab",2018,"Meneghel, Julia Pela","Almeida, Renata Hermanny
de",,,,,
"De passagem a permanência   estudo de
intervenção urbana no
entorno da ponte da passagem
",2013,"Menezes, Naiara de Nadai","Penteado,Homero Marconi","Garozi,
Mindszenty José ",Projeto Paisagistico no entorno da ponte da passagem,Projeto de paisagismo,Projeto/ intervenção/ paisagismo,Canal da Passagem
"Arborização urbana:
proposta de intervenção no
Bairro Maruípe",2008,"Menezes, Paula Vervloet","Penteado, Homero Marconi",,Proposta de intervenção urbana e paisagistica em maruipe,Projeto de urbanismo,Projeto/ intervenção/ urbanismo/ arborização,Maruípe
